ensembl_id,symbol
ENSG00000152969,JAKMIP1
ENSG00000104549,SQLE
ENSG00000139044,B4GALNT3
ENSG00000198932,GPRASP1
ENSG00000034053,APBA2
ENSG00000111247,RAD51AP1
ENSG00000137103,TMEM8B
ENSG00000232613,LINC02576
ENSG00000079337,RAPGEF3
ENSG00000115598,IL1RL2
ENSG00000241404,EGFL8
ENSG00000132704,FCRL2
ENSG00000067798,NAV3
ENSG00000211937,IGHV2-5
ENSG00000235304,LINC01281
ENSG00000122861,PLAU
ENSG00000198400,NTRK1
ENSG00000131471,AOC3
ENSG00000253348,LOC107986474
ENSG00000159147,DONSON
ENSG00000177889,UBE2N
ENSG00000169442,CD52
ENSG00000116771,AGMAT
ENSG00000002822,MAD1L1
ENSG00000162739,SLAMF6
ENSG00000128918,ALDH1A2
ENSG00000104894,CD37
ENSG00000130487,KLHDC7B
ENSG00000196878,LAMB3
ENSG00000160877,NACC1
ENSG00000122176,FMOD
ENSG00000042753,AP2S1
ENSG00000006118,TMEM132A
ENSG00000157064,NMNAT2
ENSG00000172215,CXCR6
ENSG00000093072,ADA2
ENSG00000154721,JAM2
ENSG00000160255,ITGB2
ENSG00000256039,LINC02446
ENSG00000154099,DNAAF1
ENSG00000163029,SMC6
ENSG00000204434,POTEKP
ENSG00000211666,IGLV2-14
ENSG00000160326,SLC2A6
ENSG00000198075,SULT1C4
ENSG00000254560,BBOX1-AS1
ENSG00000128218,VPREB3
ENSG00000164318,EGFLAM
ENSG00000188282,RUFY4
ENSG00000197977,ELOVL2
ENSG00000105967,TFEC
ENSG00000181938,GINS3
ENSG00000180044,C3orf80
ENSG00000188822,CNR2
ENSG00000177455,CD19
ENSG00000244734,HBB
ENSG00000128604,IRF5
ENSG00000196476,C20orf96
ENSG00000135077,HAVCR2
ENSG00000145451,GLRA3
ENSG00000022267,FHL1
ENSG00000130775,THEMIS2
ENSG00000121957,GPSM2
ENSG00000178038,ALS2CL
ENSG00000150782,IL18
ENSG00000168081,PNOC
ENSG00000176049,JAKMIP2
ENSG00000069702,TGFBR3
ENSG00000053747,LAMA3
ENSG00000142731,PLK4
ENSG00000115165,CYTIP
ENSG00000121440,PDZRN3
ENSG00000277531,PNMA8C
ENSG00000136531,SCN2A
ENSG00000100629,CEP128
ENSG00000234184,LINC01781
ENSG00000120334,CENPL
ENSG00000211648,IGLV1-47
ENSG00000176485,PLAAT3
ENSG00000124256,ZBP1
ENSG00000138769,CDKL2
ENSG00000114013,CD86
ENSG00000271216,LINC01050
ENSG00000270550,IGHV3-30
ENSG00000115828,QPCT
ENSG00000171889,MIR31HG
ENSG00000137142,IGFBPL1
ENSG00000122966,CIT
ENSG00000086570,FAT2
ENSG00000089012,SIRPG
ENSG00000267361,SEC24AP1
ENSG00000082293,COL19A1
ENSG00000118705,RPN2
ENSG00000099985,OSM
ENSG00000111879,FAM184A
ENSG00000182185,RAD51B
ENSG00000231249,ITPR1-DT
ENSG00000138735,PDE5A
ENSG00000139116,KIF21A
ENSG00000294649,LOC107987146
ENSG00000183682,BMP8A
ENSG00000241657,TRBV11-2
ENSG00000272523,LINC01023
ENSG00000169174,PCSK9
ENSG00000168496,FEN1
ENSG00000166451,CENPN
ENSG00000291112,ZNF204P
ENSG00000105737,GRIK5
ENSG00000183092,BEGAIN
ENSG00000125966,MMP24
ENSG00000112473,SLC39A7
ENSG00000156076,WIF1
ENSG00000095637,SORBS1
ENSG00000189129,PLAC9
ENSG00000170917,NUDT6
ENSG00000111669,TPI1
ENSG00000009950,MLXIPL
ENSG00000109255,NMU
ENSG00000233251,LOC100129434
ENSG00000105792,CFAP69
ENSG00000198929,NOS1AP
ENSG00000174749,FAM241A
ENSG00000131650,KREMEN2
ENSG00000153446,C16orf89
ENSG00000186409,CCDC30
ENSG00000248727,LINC01948
ENSG00000185862,EVI2B
ENSG00000124440,HIF3A
ENSG00000123219,CENPK
ENSG00000267221,C17orf113
ENSG00000184575,XPOT
ENSG00000150961,SEC24D
ENSG00000249346,LINC01016
ENSG00000184785,SMIM10
ENSG00000168679,SLC16A4
ENSG00000211670,IGLV3-9
ENSG00000183155,RABIF
ENSG00000305531,LOC102723791
ENSG00000105366,SIGLEC8
ENSG00000166278,C2
ENSG00000113810,SMC4
ENSG00000198604,BAZ1A
ENSG00000269954,BLK-AS1
ENSG00000233766,CAVIN2-AS1
ENSG00000273802,H2BC8
ENSG00000102362,SYTL4
ENSG00000293352,RPLP0P2
ENSG00000250584,LINC01511
ENSG00000165449,SLC16A9
ENSG00000055163,CYFIP2
ENSG00000092067,CEBPE
ENSG00000291230,NAPSB
ENSG00000136011,STAB2
ENSG00000187808,SOWAHD
ENSG00000204311,PJVK
ENSG00000131080,EDA2R
ENSG00000174697,LEP
ENSG00000204851,PNMA8B
ENSG00000243701,DUBR
ENSG00000242371,IGKV1-39
ENSG00000064601,CTSA
ENSG00000163191,S100A11
ENSG00000272734,ADIRF-AS1
ENSG00000065485,PDIA5
ENSG00000095627,TDRD1
ENSG00000180596,H2BC4
ENSG00000165698,SPACA9
ENSG00000177398,UMODL1
ENSG00000121281,ADCY7
ENSG00000134202,GSTM3
ENSG00000180347,ITPRID1
ENSG00000072163,LIMS2
ENSG00000211673,IGLV3-1
ENSG00000151914,DST
ENSG00000152056,AP1S3
ENSG00000270607,LEISA1
ENSG00000211789,TRAV12-2
ENSG00000261054,SYNM-AS2
ENSG00000156966,B3GNT7
ENSG00000186193,SAPCD2
ENSG00000196684,HSH2D
ENSG00000135424,ITGA7
ENSG00000152580,IGSF10
ENSG00000008300,CELSR3
ENSG00000116793,PHTF1
ENSG00000104371,DKK4
ENSG00000233999,IGKV3OR2-268
ENSG00000188488,SERPINA5
ENSG00000211780,TRAV6
ENSG00000248869,LINC02511
ENSG00000203446,SUGCT-AS1
ENSG00000101825,MXRA5
ENSG00000308499,CCEPR
ENSG00000183722,LHFPL6
ENSG00000160161,CILP2
ENSG00000149554,CHEK1
ENSG00000124772,CPNE5
ENSG00000144908,ALDH1L1
ENSG00000291132,MTMR9LP
ENSG00000163564,PYHIN1
ENSG00000180198,RCC1
ENSG00000273409,LINC02712
ENSG00000184216,IRAK1
ENSG00000133134,BEX2
ENSG00000143851,PTPN7
ENSG00000150627,WDR17
ENSG00000211794,TRAV12-3
ENSG00000106571,GLI3
ENSG00000029559,IBSP
ENSG00000107731,UNC5B
ENSG00000157734,SNX22
ENSG00000173267,SNCG
ENSG00000119771,KLHL29
ENSG00000105063,PPP6R1
ENSG00000136160,EDNRB
ENSG00000148737,TCF7L2
ENSG00000261616,TTC23-AS1
ENSG00000163993,S100P
ENSG00000167513,CDT1
ENSG00000169918,OTUD7A
ENSG00000182168,UNC5C
ENSG00000089723,OTUB2
ENSG00000091490,SEL1L3
ENSG00000135047,CTSL
ENSG00000237638,LINC02245
ENSG00000120471,TP53AIP1
ENSG00000188910,GJB3
ENSG00000273079,GRIN2B
ENSG00000158966,CACHD1
ENSG00000180481,GLIPR1L2
ENSG00000164430,CGAS
ENSG00000203280,KIAA1671-AS1
ENSG00000211716,TRBV9
ENSG00000111961,SASH1
ENSG00000160868,CYP3A4
ENSG00000196584,XRCC2
ENSG00000112242,E2F3
ENSG00000146386,ABRACL
ENSG00000289963,LOC107985563
ENSG00000131015,ULBP2
ENSG00000136274,NACAD
ENSG00000187840,EIF4EBP1
ENSG00000115091,ACTR3
ENSG00000167984,NLRC3
ENSG00000156804,FBXO32
ENSG00000205078,SYCE1L
ENSG00000277075,H2AC8
ENSG00000170819,BFSP2
ENSG00000081479,LRP2
ENSG00000123989,CHPF
ENSG00000167394,ZNF668
ENSG00000126709,IFI6
ENSG00000079263,SP140
ENSG00000113407,TARS1
ENSG00000115415,STAT1
ENSG00000057252,SOAT1
ENSG00000280693,SH3PXD2A-AS1
ENSG00000176402,GJC3
ENSG00000147168,IL2RG
ENSG00000146232,NFKBIE
ENSG00000111711,GOLT1B
ENSG00000163507,CIP2A
ENSG00000164742,ADCY1
ENSG00000285219,HULC
ENSG00000184113,CLDN5
ENSG00000172183,ISG20
ENSG00000155307,SAMSN1
ENSG00000230314,ELOVL2-AS1
ENSG00000188385,JAKMIP3
ENSG00000116678,LEPR
ENSG00000198691,ABCA4
ENSG00000103647,CORO2B
ENSG00000186603,HPDL
ENSG00000167105,TMEM92
ENSG00000135439,AGAP2
ENSG00000119927,GPAM
ENSG00000211647,IGLV5-48
ENSG00000142515,KLK3
ENSG00000170627,GTSF1
ENSG00000211734,TRBV5-1
ENSG00000281769,LINC-ADAIN
ENSG00000114268,PFKFB4
ENSG00000064012,CASP8
ENSG00000235314,LINC00957
ENSG00000184831,APOO
ENSG00000164778,EN2
ENSG00000104814,MAP4K1
ENSG00000157168,NRG1
ENSG00000132554,RGS22
ENSG00000151014,NOCT
ENSG00000100065,CARD10
ENSG00000187391,MAGI2
ENSG00000116824,CD2
ENSG00000259887,FIGNL2-DT
ENSG00000197451,HNRNPAB
ENSG00000176749,CDK5R1
ENSG00000114805,PLCH1
ENSG00000250538,NPY2R-AS1
ENSG00000231826,LINC01819
ENSG00000119943,PYROXD2
ENSG00000290596,FAR2P2
ENSG00000134343,ANO3
ENSG00000160957,RECQL4
ENSG00000160213,CSTB
ENSG00000217275,RPS10P1
ENSG00000012822,CALCOCO1
ENSG00000241769,EOLA1-DT
ENSG00000136002,ARHGEF4
ENSG00000126895,AVPR2
ENSG00000160991,ORAI2
ENSG00000124731,TREM1
ENSG00000030110,BAK1
ENSG00000118898,PPL
ENSG00000231123,SPATA20P1
ENSG00000126246,IGFLR1
ENSG00000229246,LINC00377
ENSG00000116990,MYCL
ENSG00000225778,PROSER2-AS1
ENSG00000103653,CSK
ENSG00000043039,BARX2
ENSG00000241288,LINC02614
ENSG00000196081,ZNF724
ENSG00000211593,IGKJ5
ENSG00000120907,ADRA1A
ENSG00000253177,LOC101926956
ENSG00000232629,HLA-DQB2
ENSG00000183569,SERHL2
ENSG00000143493,INTS7
ENSG00000240771,ARHGEF25
ENSG00000187720,THSD4
ENSG00000198870,STKLD1
ENSG00000173175,ADCY5
ENSG00000204866,IGFL2
ENSG00000171621,SPSB1
ENSG00000076641,PAG1
ENSG00000143452,HORMAD1
ENSG00000188820,CALHM6
ENSG00000258748,KIF26A-DT
ENSG00000115956,PLEK
ENSG00000226415,TPI1P1
ENSG00000285492,LOC112267968
ENSG00000287626,DTNBP1-AS1
ENSG00000137558,PI15
ENSG00000183876,ARSI
ENSG00000110031,LPXN
ENSG00000293405,CYP2T1P
ENSG00000170145,SIK2
ENSG00000182866,LCK
ENSG00000141506,PIK3R5
ENSG00000104972,LILRB1
ENSG00000101160,CTSZ
ENSG00000180592,SKIDA1
ENSG00000038427,VCAN
ENSG00000074410,CA12
ENSG00000123136,DDX39A
ENSG00000186517,ARHGAP30
ENSG00000173391,OLR1
ENSG00000101335,MYL9
ENSG00000188039,NWD1
ENSG00000122188,LAX1
ENSG00000234456,MAGI2-AS3
ENSG00000211810,TRAV29DV5
ENSG00000184916,JAG2
ENSG00000175445,LPL
ENSG00000103942,HOMER2
ENSG00000030582,GRN
ENSG00000133121,STARD13
ENSG00000155926,SLA
ENSG00000116852,KIF21B
ENSG00000158201,ABHD3
ENSG00000103187,COTL1
ENSG00000247626,MARS2
ENSG00000105251,SHD
ENSG00000144485,HES6
ENSG00000187609,EXD3
ENSG00000167286,CD3D
ENSG00000186523,FAM86B1
ENSG00000197153,H3C12
ENSG00000309896,LOC124904254
ENSG00000258636,LRFN5-DT
ENSG00000135114,OASL
ENSG00000157110,RBPMS
ENSG00000096996,IL12RB1
ENSG00000119938,PPP1R3C
ENSG00000177469,CAVIN1
ENSG00000145632,PLK2
ENSG00000079931,MOXD1
ENSG00000258910,LINC01956
ENSG00000131095,GFAP
ENSG00000163141,BNIPL
ENSG00000220008,LINGO3
ENSG00000168309,FAM107A
ENSG00000258479,LINC00640
ENSG00000224272,LOC124905349
ENSG00000099260,PALMD
ENSG00000124493,GRM4
ENSG00000065717,TLE2
ENSG00000142185,TRPM2
ENSG00000088992,TESC
ENSG00000110318,CEP126
ENSG00000205231,TTLL10-AS1
ENSG00000163568,AIM2
ENSG00000270505,IGHV1OR15-1
ENSG00000145979,TBC1D7
ENSG00000006634,DBF4
ENSG00000141295,SCRN2
ENSG00000140470,ADAMTS17
ENSG00000174950,CD164L2
ENSG00000078237,TIGAR
ENSG00000184903,IMMP2L
ENSG00000254862,LGR4-AS1
ENSG00000187912,CLEC17A
ENSG00000078589,P2RY10
ENSG00000151725,CENPU
ENSG00000111732,AICDA
ENSG00000163518,FCRL4
ENSG00000188779,SKOR1
ENSG00000189001,SBSN
ENSG00000182492,BGN
ENSG00000164509,IL31RA
ENSG00000211752,TRBV27
ENSG00000150995,ITPR1
ENSG00000111335,OAS2
ENSG00000184601,C14orf180
ENSG00000172575,RASGRP1
ENSG00000179826,MRGPRX3
ENSG00000250303,LINC02762
ENSG00000104522,GFUS
ENSG00000173083,HPSE
ENSG00000237989,LINC01679
ENSG00000136286,MYO1G
ENSG00000006468,ETV1
ENSG00000128655,PDE11A
ENSG00000121895,TMEM156
ENSG00000047648,ARHGAP6
ENSG00000136492,BRIP1
ENSG00000028277,POU2F2
ENSG00000058335,RASGRF1
ENSG00000185482,STAC3
ENSG00000168685,IL7R
ENSG00000185130,H2BC13
ENSG00000119547,ONECUT2
ENSG00000136944,LMX1B
ENSG00000130720,FIBCD1
ENSG00000189431,RASSF10
ENSG00000163249,CCNYL1
ENSG00000112195,TREML2
ENSG00000235098,ANKRD65
ENSG00000177363,LRRN4CL
ENSG00000286389,LOC105373289
ENSG00000144810,COL8A1
ENSG00000106809,OGN
ENSG00000134061,CD180
ENSG00000144152,FBLN7
ENSG00000132432,SEC61G
ENSG00000184221,OLIG1
ENSG00000136573,BLK
ENSG00000139193,CD27
ENSG00000185347,TEDC1
ENSG00000143196,DPT
ENSG00000173641,HSPB7
ENSG00000184384,MAML2
ENSG00000132646,PCNA
ENSG00000168334,XIRP1
ENSG00000133392,MYH11
ENSG00000246528,SLCO5A1-AS1
ENSG00000171596,NMUR1
ENSG00000228590,MIR4432HG
ENSG00000069424,KCNAB2
ENSG00000186810,CXCR3
ENSG00000182359,KBTBD3
ENSG00000188626,GOLGA8M
ENSG00000166473,PKD1L2
ENSG00000275713,H2BC9
ENSG00000184992,BRI3BP
ENSG00000240207,LOC100287290
ENSG00000231768,LINC01354
ENSG00000124813,RUNX2
ENSG00000027869,SH2D2A
ENSG00000211677,IGLC2
ENSG00000168394,TAP1
ENSG00000263528,IKBKE
ENSG00000150753,CCT5
ENSG00000106034,CPED1
ENSG00000188486,H2AX
ENSG00000168280,KIF5C
ENSG00000167208,SNX20
ENSG00000149428,HYOU1
ENSG00000112837,TBX18
ENSG00000119714,GPR68
ENSG00000154920,EME1
ENSG00000197461,PDGFA
ENSG00000239672,NME1
ENSG00000023892,DEF6
ENSG00000142910,TINAGL1
ENSG00000187288,CIDEC
ENSG00000140451,PIF1
ENSG00000186496,ZNF396
ENSG00000171954,CYP4F22
ENSG00000145545,SRD5A1
ENSG00000164066,INTU
ENSG00000177283,FZD8
ENSG00000135919,SERPINE2
ENSG00000164683,HEY1
ENSG00000166123,GPT2
ENSG00000087086,FTL
ENSG00000172893,DHCR7
ENSG00000172318,B3GALT1
ENSG00000129474,AJUBA
ENSG00000171617,ENC1
ENSG00000130173,ANGPTL8
ENSG00000103222,ABCC1
ENSG00000279170,TSTD3P
ENSG00000167992,VWCE
ENSG00000169900,PYDC1
ENSG00000133317,LGALS12
ENSG00000236345,SCAT8
ENSG00000283703,VSIG10L2
ENSG00000198286,CARD11
ENSG00000125354,SEPTIN6
ENSG00000149294,NCAM1
ENSG00000081237,PTPRC
ENSG00000275302,CCL4
ENSG00000170509,HSD17B13
ENSG00000133063,CHIT1
ENSG00000183671,CMKLR2
ENSG00000163207,IVL
ENSG00000216490,IFI30
ENSG00000009724,MASP2
ENSG00000136108,CKAP2
ENSG00000215386,MIR99AHG
ENSG00000147485,PXDNL
ENSG00000163519,TRAT1
ENSG00000089639,GMIP
ENSG00000143167,GPA33
ENSG00000183833,CFAP91
ENSG00000261150,EPPK1
ENSG00000139304,PTPRQ
ENSG00000165490,DDIAS
ENSG00000111077,TNS2
ENSG00000167588,GPD1
ENSG00000228956,SATB1-AS1
ENSG00000164741,DLC1
ENSG00000154102,CLMB
ENSG00000238121,LINC00426
ENSG00000103064,SLC7A6
ENSG00000181215,C4orf50
ENSG00000110876,SELPLG
ENSG00000163873,GRIK3
ENSG00000166960,CCDC178
ENSG00000150551,LYPD1
ENSG00000137101,CD72
ENSG00000117450,PRDX1
ENSG00000135298,ADGRB3
ENSG00000186868,MAPT
ENSG00000050344,NFE2L3
ENSG00000066294,CD84
ENSG00000159556,ISL2
ENSG00000259129,LINC00648
ENSG00000272668,LOC124904434
ENSG00000085741,WNT11
ENSG00000261390,MAFTRR
ENSG00000047365,ARAP2
ENSG00000162894,FCMR
ENSG00000125844,RRBP1
ENSG00000214160,ALG3
ENSG00000251546,IGKV1D-39
ENSG00000144381,HSPD1
ENSG00000287024,LOC105373334
ENSG00000132840,BHMT2
ENSG00000110660,SLC35F2
ENSG00000187764,SEMA4D
ENSG00000233387,IATPR
ENSG00000280734,LINC01232
ENSG00000149781,FERMT3
ENSG00000258334,TROAP-AS1
ENSG00000130226,DPP6
ENSG00000140968,IRF8
ENSG00000180155,LYNX1
ENSG00000122122,SASH3
ENSG00000254109,RBPMS-AS1
ENSG00000138207,RBP4
ENSG00000116701,NCF2
ENSG00000222014,RAB6C
ENSG00000211714,TRBV7-3
ENSG00000113532,ST8SIA4
ENSG00000155970,MICU3
ENSG00000099869,IGF2-AS
ENSG00000225472,NFIB-AS1
ENSG00000121207,LRAT
ENSG00000185905,C16orf54
ENSG00000159261,CLDN14
ENSG00000116741,RGS2
ENSG00000235568,NFAM1
ENSG00000261236,BOP1
ENSG00000236700,LINC01010
ENSG00000110934,BIN2
ENSG00000135437,RDH5
ENSG00000145649,GZMA
ENSG00000085514,PILRA
ENSG00000139926,FRMD6
ENSG00000230910,ADGRB3-DT
ENSG00000122756,CNTFR
ENSG00000158457,TSPAN33
ENSG00000227016,LINC02796
ENSG00000051825,MPHOSPH9
ENSG00000187240,DYNC2H1
ENSG00000165300,SLITRK5
ENSG00000214578,HMGN2P15
ENSG00000088826,SMOX
ENSG00000211782,TRAV8-1
ENSG00000145088,EAF2
ENSG00000120659,TNFSF11
ENSG00000178947,SMIM10L2A
ENSG00000154262,ABCA6
ENSG00000102879,CORO1A
ENSG00000215912,TTC34
ENSG00000100079,LGALS2
ENSG00000006327,TNFRSF12A
ENSG00000231170,PDK4-AS1
ENSG00000113248,PCDHB15
ENSG00000259065,MIDEAS-AS1
ENSG00000026751,SLAMF7
ENSG00000164935,DCSTAMP
ENSG00000084674,APOB
ENSG00000141524,TMC6
ENSG00000065413,ANKRD44
ENSG00000145287,PLAC8
ENSG00000179361,ARID3B
ENSG00000003987,MTMR7
ENSG00000172382,PRSS27
ENSG00000246922,UBAP1L
ENSG00000069535,MAOB
ENSG00000073111,MCM2
ENSG00000136574,GATA4
ENSG00000138795,LEF1
ENSG00000169129,AFAP1L2
ENSG00000239951,IGKV3-20
ENSG00000168477,TNXB
ENSG00000110427,KIAA1549L
ENSG00000255248,MIR100HG
ENSG00000023902,PLEKHO1
ENSG00000234009,RPL5P34
ENSG00000137547,MRPL15
ENSG00000164850,GPER1
ENSG00000257337,TNS2-AS1
ENSG00000155465,SLC7A7
ENSG00000171357,LURAP1
ENSG00000153064,BANK1
ENSG00000169047,IRS1
ENSG00000183484,GPR132
ENSG00000011600,TYROBP
ENSG00000227145,IL21-AS1
ENSG00000134333,LDHA
ENSG00000215018,COL28A1
ENSG00000174080,CTSF
ENSG00000211962,IGHV1-46
ENSG00000067064,IDI1
ENSG00000251301,LINC02384
ENSG00000145681,HAPLN1
ENSG00000211947,IGHV3-21
ENSG00000170837,GPR27
ENSG00000068137,PLEKHH3
ENSG00000146094,DOK3
ENSG00000099822,HCN2
ENSG00000138092,CENPO
ENSG00000249992,TMEM158
ENSG00000096063,SRPK1
ENSG00000179051,RCC2
ENSG00000178403,NEUROG2
ENSG00000258545,RHOXF1-AS1
ENSG00000182463,TSHZ2
ENSG00000175606,TMEM70
ENSG00000134830,C5AR2
ENSG00000011332,DPF1
ENSG00000117632,STMN1
ENSG00000077585,GPR137B
ENSG00000026297,RNASET2
ENSG00000182325,FBXL6
ENSG00000172936,MYD88
ENSG00000277734,TRAC
ENSG00000136928,GABBR2
ENSG00000145808,ADAMTS19
ENSG00000143171,RXRG
ENSG00000135069,PSAT1
ENSG00000024422,EHD2
ENSG00000180182,MED14
ENSG00000091073,DTX2
ENSG00000080166,DCT
ENSG00000253552,HOXA-AS2
ENSG00000131096,PYY
ENSG00000211817,TRAV38-2DV8
ENSG00000152495,CAMK4
ENSG00000164105,SAP30
ENSG00000188985,DHFRP1
ENSG00000134460,IL2RA
ENSG00000231160,KLF3-AS1
ENSG00000234076,TPRG1-AS1
ENSG00000158813,EDA
ENSG00000095713,CRTAC1
ENSG00000257354,MIRLET7IHG
ENSG00000167740,CYB5D2
ENSG00000120498,TEX11
ENSG00000140443,IGF1R
ENSG00000143942,CHAC2
ENSG00000180929,GPR62
ENSG00000211818,TRAV39
ENSG00000077782,FGFR1
ENSG00000198478,SH3BGRL2
ENSG00000116039,ATP6V1B1
ENSG00000126947,ARMCX1
ENSG00000101082,SLA2
ENSG00000160654,CD3G
ENSG00000142230,SAE1
ENSG00000183813,CCR4
ENSG00000261471,COTL1-AS1
ENSG00000120645,IQSEC3
ENSG00000175463,TBC1D10C
ENSG00000163082,SGPP2
ENSG00000198756,COLGALT2
ENSG00000108669,CYTH1
ENSG00000234350,ERICH2-DT
ENSG00000185155,MIXL1
ENSG00000214456,PLIN5
ENSG00000140534,TICRR
ENSG00000179292,TMEM151A
ENSG00000184635,ZNF93
ENSG00000198542,ITGBL1
ENSG00000168453,HR
ENSG00000099864,PALM
ENSG00000170323,FABP4
ENSG00000134684,YARS1
ENSG00000134242,PTPN22
ENSG00000077063,CTTNBP2
ENSG00000167613,LAIR1
ENSG00000144136,SLC20A1
ENSG00000183918,SH2D1A
ENSG00000290746,CA5BP1
ENSG00000274290,H2BC6
ENSG00000132821,VSTM2L
ENSG00000107796,ACTA2
ENSG00000110777,POU2AF1
ENSG00000234742,RPL17P18
ENSG00000197467,COL13A1
ENSG00000235387,SPAAR
ENSG00000083067,TRPM3
ENSG00000008513,ST3GAL1
ENSG00000122644,ARL4A
ENSG00000105619,TFPT
ENSG00000142669,SH3BGRL3
ENSG00000151490,PTPRO
ENSG00000198959,TGM2
ENSG00000164112,SMIM43
ENSG00000090520,DNAJB11
ENSG00000182636,NDN
ENSG00000173335,CST9
ENSG00000197506,SLC28A3
ENSG00000077616,NAALAD2
ENSG00000164691,TAGAP
ENSG00000228058,LINC01736
ENSG00000145934,TENM2
ENSG00000223486,LINC03053
ENSG00000101336,HCK
ENSG00000147536,GINS4
ENSG00000254122,PCDHGB7
ENSG00000127334,DYRK2
ENSG00000211751,TRBC1
ENSG00000115041,KCNIP3
ENSG00000249306,LINC01411
ENSG00000253955,LINC02995
ENSG00000135426,TESPA1
ENSG00000220205,VAMP2
ENSG00000163545,NUAK2
ENSG00000180921,SACK1H
ENSG00000127423,AUNIP
ENSG00000287342,LOC105375118
ENSG00000134375,TIMM17A
ENSG00000187608,ISG15
ENSG00000100304,TTLL12
ENSG00000075223,SEMA3C
ENSG00000167755,KLK6
ENSG00000256508,MRGPRF-AS1
ENSG00000244968,LIFR-AS1
ENSG00000004948,CALCR
ENSG00000293412,GUCY1B2
ENSG00000196743,GM2A
ENSG00000149968,MMP3
ENSG00000237233,TMEM26-AS1
ENSG00000272701,MESTIT1
ENSG00000165685,TMEM52B
ENSG00000171049,FPR2
ENSG00000136153,LMO7
ENSG00000160801,PTH1R
ENSG00000062716,VMP1
ENSG00000164047,CAMP
ENSG00000263004,AKAP1-DT
ENSG00000137392,CLPS
ENSG00000096093,EFHC1
ENSG00000283383,LOC124900824
ENSG00000115233,PSMD14
ENSG00000018625,ATP1A2
ENSG00000175745,NR2F1
ENSG00000172137,CALB2
ENSG00000113302,IL12B
ENSG00000146197,SCUBE3
ENSG00000165152,PGAP4
ENSG00000283839,LOC105373780
ENSG00000160688,FLAD1
ENSG00000144130,NT5DC4
ENSG00000126860,EVI2A
ENSG00000169403,PTAFR
ENSG00000103569,AQP9
ENSG00000111229,ARPC3
ENSG00000145247,OCIAD2
ENSG00000053524,MCF2L2
ENSG00000211746,TRBV19
ENSG00000162073,PAQR4
ENSG00000177666,PNPLA2
ENSG00000280623,LOC124900476
ENSG00000203650,LINC01285
ENSG00000142197,DOP1B
ENSG00000147689,SACK1A
ENSG00000123131,PRDX4
ENSG00000183873,SCN5A
ENSG00000123570,RAB9B
ENSG00000081320,STK17B
ENSG00000166501,PRKCB
ENSG00000173432,SAA1
ENSG00000229994,RPL5P4
ENSG00000105538,RASIP1
ENSG00000178828,RNF186
ENSG00000133131,MORC4
ENSG00000280587,LINC01348
ENSG00000148053,NTRK2
ENSG00000145779,TNFAIP8
ENSG00000143297,FCRL5
ENSG00000173531,MST1
ENSG00000128815,WDFY4
ENSG00000184500,PROS1
ENSG00000253434,LINC02237
ENSG00000037474,NSUN2
ENSG00000117228,GBP1
ENSG00000066336,SPI1
ENSG00000152578,GRIA4
ENSG00000055813,CCDC85A
ENSG00000104047,DTWD1
ENSG00000135324,MRAP2
ENSG00000213654,GPSM3
ENSG00000237372,LINC03062
ENSG00000149596,JPH2
ENSG00000147324,MFHAS1
ENSG00000113273,ARSB
ENSG00000250742,LINC02381
ENSG00000112972,HMGCS1
ENSG00000263307,RSL1D1-DT
ENSG00000283674,LOC729732
ENSG00000160460,SPTBN4
ENSG00000223878,PPIAP53
ENSG00000224666,ETV7-AS1
ENSG00000144158,SNRPA1P1
ENSG00000150938,CRIM1
ENSG00000158517,NCF1
ENSG00000140067,FAM181A
ENSG00000175352,NRIP3
ENSG00000161714,PLCD3
ENSG00000139865,TTC6
ENSG00000144867,SRPRB
ENSG00000237560,LINC01497
ENSG00000162896,PIGR
ENSG00000205364,MT1M
ENSG00000185480,PARPBP
ENSG00000099957,P2RX6
ENSG00000137078,SIT1
ENSG00000185271,KLHL33
ENSG00000173218,VANGL1
ENSG00000167600,CYP2S1
ENSG00000111262,KCNA1
ENSG00000261220,ST3GAL1-DT
ENSG00000164171,ITGA2
ENSG00000198467,TPM2
ENSG00000122547,EEPD1
ENSG00000108001,EBF3
ENSG00000224238,WARS2-IT1
ENSG00000008517,IL32
ENSG00000087088,BAX
ENSG00000136950,ARPC5L
ENSG00000128709,HOXD9
ENSG00000106268,NUDT1
ENSG00000290576,GOLGA2P5
ENSG00000178734,LMO7DN
ENSG00000233871,DLG5-AS1
ENSG00000140682,TGFB1I1
ENSG00000221818,EBF2
ENSG00000281566,LINC03077
ENSG00000113205,PCDHB3
ENSG00000111181,SLC6A12
ENSG00000143106,PSMA5
ENSG00000130294,KIF1A
ENSG00000170153,RNF150
ENSG00000135898,GPR55
ENSG00000163762,TM4SF18
ENSG00000170324,FRMPD2
ENSG00000101144,BMP7
ENSG00000211772,TRBC2
ENSG00000284194,SCO2
ENSG00000245694,LOC101927480
ENSG00000159714,ZDHHC1
ENSG00000117560,FASLG
ENSG00000175779,LINC02694
ENSG00000163072,NOSTRIN
ENSG00000173540,GMPPB
ENSG00000008516,MMP25
ENSG00000136868,SLC31A1
ENSG00000207563,MIR23B
ENSG00000211753,TRBV28
ENSG00000146918,NCAPG2
ENSG00000113594,LIFR
ENSG00000246640,PICART1
ENSG00000143977,SNRPG
ENSG00000180818,HOXC10
